,message,cyberbullying
360,kendini vazgeçilmez sananların hiçbiri şuan hayatımda değil ve gayet mutluyum,0
361,gelin adayı var baban hayrına düğün masraflarına ortakçı oluyor mı sorsana,0
362,yalaka orospu ultraslan hala tudor un yanındaysanız sizinde allah belanızı versin sucuk ekmekçi pezevenk,1
363,senden öğrendiğim tüm değerler için binlerce teşekkür ederim canım annem,0
364,tarihimizin en pahalı kadrolarından birisini böyle vasat beyinsiz bir hocayla tüketemeyiz igor tudor en kısa süre,1
365,haltercilerinki kadar tipsiz bi vücut görmedim cüce gibi aynı,1
366,çok heyecanlı bakmıyor mu bir de bildiğin ibrik suratlı lavuk ya,1
367,merve gibi şirret ve burcu gibi yılan olmalıyız djsbnsndksb,1
368,daha ilk bölümün ilk dakikalarında uyarmıştım ben ,0
369,hüzün alabildiğine hüzün gece de,0
370,bazen sadece telefon almak için paran vardır,0
371,100 yil sonra mesaj atma sikerim belani,1
372,hayatımın en uzun dönemi artık bitsin istiyorum gerçekten dayanacak gücüm kalmadı,0
373,yarın iki sınavım var ama ben ders çalışacak gücü bulamadım,0
374,sen domal böyle ben sikerim cnm,1
375,senin beynin angarya tirrek,1
376,cerrahpaşaduruşu başı dik onurlu ve saygılı bir duruştur ayrılmak istemiyoruz,0
377,ulan o kadar lüks evde oturuyorsun birde tikisin  gidip koluna casio  mu takiyon   herşeyiniz  kurmaca be size,0
378,seninde amk ben kahpe evlatlari ingiliz piçleri soysuz pezevenk cennemde yansı it soyu,1
379,böyle devam et adamsın,0
380,fernando reges nasıl bir kraldır,0
381,aptal cumleler kurarak heryerden ben değilim diyerek ne sandin ya sen beni en nefret ettiğim şeyler zaten,1
382,yemekteyiz içimde insan sevgisi olan puanım nedemek,0
383,şu ders iptallerini uyanıp evden çıktıktan sonra söylenince varya allaahh istemsizce bir sövüyorumulan şimdi mi söylenir andaval,1
384,güzel şarkı,0
385,hafifmeşrep erkeklerden hoşlanmıyorum erkek dediğinin fethi zor fatihi tek olmalı,1
386,veriler açıklandı avrupa veled zina kaynıyor,1
387,merve kafayı yedi hazmedemedi kaybetmeyi helal gönüllüler,1
388,kimmiş o göt merak ettim,1
389,merhaba bir daha tatlı görmek istemiyorum görüşürüz,0
390,ya bunlar hakikaten gerizeka ulan haklıysanız ve adalet istiyorsanız insan gibi gider maçınızı izlersiniz,1
391,gerizeka doluyum ben dedi ya andaval okuma özürlüsü,1
392,bugün ksilofon ve ağzına kadar çikolata doldurulmuş kfc kutusu aldım harika arkilerim var mutluyum,0
393,boş boş konuşma lan hırbo dayanarak yalaka ilan ediyon,1
394,ballı kaymağım sen bir harikasın kırmızı halı sersem oscar alırsın,0
395,elbette rızık korkumuz yoktur o ancak allah tandır bir işi ehline vermemek zulümdür hak kiminse liyakat sahibine,0
396,ohh şükür ki bulundu kuzum çok geçmiş olsun ballisi,0
397,çikolata için el öpmem ben,0
398,ya ben böyle hayatın amk,1
399,herkes mertcanin dingil oldugu noktasinda hemfikir mi,1
400,dersten geçebilmem için yapmam gereken ödevi yine son haftaya bıraktım ne aptal andaval beyinsiz bi kızım ben ölmek istiyorum,0
401,lan sikini yalamadigin kimse kaldi mi sisko emros iyice follos oldun orospu papazenes sükür,1
402,sen nasıl bi gavat dürzü sün ki la amina godugumun yumuşagi,1
403,annenin amını dölleyim fahişe gibi yırtana kadar sikerim,1
404,kardeş daha ben twiti atmadan nasıl favlıyosun süpersin hayalimdeki takipçisin,0
405,efsane muazzam makyaj yapabilme yeteneğim var youtuber olarak yola adım atmaya karar verdim zengin olacağım o zaman,0
406,nefeslerini bu kadar bosa tuketen embesil dunyanin hic bir yerinde yokkadere bak ki duse duse biz dustuler,1
407,clinton vakfını çok seviyormuş embesil orospu,1
408,her insan yapmadığı tüm iyiliklerden suçludur,0
409,slm millet bucadan yokmu sakso çektirmek isteyen genç aktif,1
410,ibrahim tatlıses izmirlileri uyandırmamız lazım uyuyorlar çünkü o derin uykudan hâlâ uyanamadılar,0
411,yine bir düğün varbabam sen gelmiyorsan biz niye gidelim diyorarabadayızhala kimin düğününe gittiğimizi bilmiyorum,0
412,yine kampüs andaval kaynıyo,1
413,neymiş üzerindekiler markaymış sorun o değil paçoz sende ucuz durmuş,1
414,yaşlı kadın görünce kendini kaybediyor lavuk,1
415,yanliz o degilde resmindeki tinto ustadi saygiyla yadediyorum,0
416,of gercekten amcık memeler harika yalamak sikmek isterim,1
417,ebeni belliyecek senin,1
418,survivor finali birsen yaptı tbrklr birsen,0
419,ne mutlu ak partili olana  ne mutlu kutlu davaya gönül verene,0
420,dünyadaki en ilginç geleneklere inanamayacaksınız,0
421,kız yelloz naber,1
422,zampara yaa,1
423,bu amcık nereli,1
424,çocuk gelin pedofili sayısı tavan yapmış durumda,0
425,benim onca şeyim senin olduğundan alakalı hep gerçekleşmedi bu bi gerçek defol cidden,1
426,yaw bu dombili çok komik adam,1
427,embesil gerizeka anlatmak istediğimi hala nasıl anlamıyosun ,1
428,galiba demokrasi adına demokrasi düşmanlarına müsamaha ede ede kendimizi de demokrasimizi de yok edeceğiz korkarım,0
429,off beyinsiz telefonu firlaticam simdi ne cektim arkadas bu ne yaa 2 yildir omrumu yedi bu yonetim biktim bee paragöz pislikler,1
430,mutfağımız daha rekabetçi oldun diye lezzete sanat kattık isimli erasmus  projemizin 3 hareketliliği,0
431,bir tam bir serseri dostum,1
432,bu dediklerinin hepsi hatta misliyle sensin adi serefiz it,1
433,anaları aşifte çıktı iyi mi,1
434,darısı cezaevinde bebeğiyle beraber tutuklu diğer annelere,0
435,bok gibi insanlarla muhattap olmak zorunda kalmak,1
436,minibüste 2 metre bir çocuk vardı yanımda bütün yol kafama burnundan soludun neye sinirliydin bilmiyorum ama umarım,0
437,yıldız ve alihanın tanışmasını nasıl buldunuz yorumları alalım ,0
438,ahmak sensin bre zındık,1
439,okul bu hafta yok hiç diye çok mutluyum ama canım da çok sıkılıyor,0
440,cenabet olabilir misin ,1
441,en deli tahiri iyi ki sen oynuyorsun harikasin ne adaam ,0
442,latovlevici piçini inatla oynatan büyük maçlardaki saçma sapan oyun düzeni ile çıkan yavşak tudor’u siz savunun,1
443,sen inan diye yapıyorlar bu haberleri zaten andaval,1
444,dünyanın en itici insanlarından olabilirsin danla bilic,1
445,yaa bırak bu ayakları hırbo işin gücün şov,1
446,herkes rütbesini bilecek,0
447,yoruma gelin sonrada biz sizi kullanmıyoruz izlemeyin falan farklı düşünen kitleyi memnun etmek çabanız olduğunu zaten biliyoruz,0
448,bazen bir kahve yudumlayıp bir şarkı açarsın susarsın ve o şarkı senin söylemek istediğin her şeyi söyler,0
449,araba korna çaldığı için çocuk nasıl kahkaha atıyor allahım beni de böyle sebeplerden güldür,0
450,istanbulu bitirdiniz sıra izmire mi geldidoymadınız mı hala paraya bu doğa düşmanlıüğ nedir allah aşkına,0
451,senin duymak istediklerini bilmem ama benim sana söylemek istediklerim  azgın kaltak orospu benim orospu vs vs,1
452,amk videosunda lavuk konusuyo o konuşmasa is makinesi sesi var memleketin paranormal videosu bile kalitesiz,1
453,ender şurada uzaylı duruyor desen adam hoşgeldi sefalar getirdi diyecek,0
454,siktir git lan burdan sokuk,1
455,iğreniyorum sizin egonuzdan cocukların sevinçlerini bitirdiniz  survivor,0
456,sol yanın çiçekler açsın çocukeksilmedeneksiltmeden,0
457,yanakları şişko olan kızların hepsi mi tatlı olur ya,0
458,beyin yokki onu yapsın pis cüce,1
459,evet taksici cocuk ama sen konuşma senide sevmiyoruz sıdıkanın orda olduğu günü unutmadık ,0
460,allah bir belanızı vermedi lanet olsun sizlere,1
461,yapay zeka ve insansı robotlar dengeyi degişti,0
462,şişko yanaklarımı yok etme şansım var mı acaba ,0
463,bırakın düşmanlığı bu ülke meselesi o sebepten ötürü beşiktaş karşısında portoya başarılar diliyorum,0
464,bi siktir git godoş ataerkilmiş bunu varya belden bağlamalıyla dövücen jopla değil sanane amk,1
465,hayırlı forumlar mic drop remix’i freni boşal kamyon misali üzerimize doğru geliyor tehlikenin farkinda misiniz,0
466,geleninde gideninde amk,1
467,iyi sikti bizi amk çakalı,1
468,e tabi bahane şart survivor,0
469,unutmayın hepimiz bir engel,0
470,hafifmeşrep kızların bunu dert edeceğini sanmıyorum,1
471,aq daha düne kadar instagram canlı yayınında ağlayıp intihar edicem şeklinde prim yapmaya çalışan lavuk mu,1
472,şu dünyada rabbime inanmayanları anlayamıyorum haşa,0
473,size ne amk,1
474,algıya bak beşiktaş şampiyon olmazsa seyirci azalacakmış ulan gerizeka millet kombine yenilemek için sıra bekliyor angut,1
475,çok güzelsin,0
476,ilçelerden derslere gelmek için binlerce km yol yaptılar,0
477,bu millete  politikacılar atatürkün emperyalizime karşı oluşunu ve modernite ile batılaşma çabasını yanlış anlıyor,0
478,tudor şimdi bu ölmüşlerini siktimin aptal orospu çocuğunu kovmayanin kanini sikerim kaniniya aq aklim almiyo ya,1
479,bu adamdan bi cacık olmaz bu adama sorduklarında beşiktaşlıyım cevabını verince utanç duyyorum dürzü ile aynı kefede oldum için,1
480,huzurlu keyifli bir gün diliyorum,0
481,canım maşallah çok güzelsin ya gurban olduğum ya,0
482,bu orospu çocuğu nazmi ardıç kumpas mağdurlarını bile cezaevinde dinleten bir kahpe,1
483,kafam ekmek kafa oldu dedi suratım tepsi gibi oldu dedi sonra çikolata yemeye gitti kilo aldım dedi,0
484,allahsız puşt,1
485,çikolata kalp damar hastalıklarını ve felç riskini azaltıyormuş e mutlu da ediyor nefes alsa evlenilir bu vicdansızla,0
486,ya kızlar bir şey soracağım ama lütfen cevap verin neden keko ve barzo tiplerle sevgili oluyorsunuz,1
487,aşağılık pislikler,1
488,şarkı önerilerini alalım,0
489,gulmeyin sap ve mutluyum bekarlık sultanlık by yurda demlik aldık çok mutluyum,0
490,linnes varken neden latovlevic rodrigues varken niye tolga ey gerizeka,1
491,şerefsiz yavşak idrisin hala yüzsüz yüzsüz karısıyla nikaha gelmesi sorunsalı tahir yengeye durumu ne zaman açıklıycan acaba,1
492,yelloz diye marka olsa vitrin mankeni olursun hala laga luga yapıyosun,1
493,hayır ya alakasız konularda itici bi şekilde barzo gibi artistlendi,1
494,abv bu nasıl kahvaltı aq,1
495,40 lı yaşlarında pavyon müşteri ayartmaya çalışan konsomatris,1
496,amını damını siktiğimin piçi sen kimsin lan benle böyle konuşuyorsun,1
497,tatsızlık pislik olsun diyedaha başka var mı yavuzcum bahar tırnakları çıkarınca kedi modunu açarsın öyle,0
498,ulan günlük su ihtiyacını tükürdüğünü yalayarak karşılıyorsun hala neyin ego’su bu be andaval,1
499,ohh be merhaba cl,0
500,yalaka öküz boynuzlarini kasabin biçağina surtermis ,1
501,pis zinacı,1
502,danla bilic milletle dalga gece gece gecilcek hale gelmissin sok oldum he nasi şişmişin bir anda öyle,1
503,cerrahpaşaduruşu halkın hizmetindeki hastaneyi denize bakan lüks evlere dönüştürmemektir,0
504,hiçbir şey de gözümüz yok rabbim karşımıza hayırlı insanları çıkarsın hakkımızda hayırlı olanı versin yeter,0
505,keşke evlenmeden önce tanısaydım  alexi ya nerde psikolojisi bozuk yarak gezen var savuşturuyor kahramanım,1
506,hayırlı olur inşallah hdjdjdj,0
507,beynimi hissetmiyorum ben beyinsiz miyim acaba,0
508,mardin sakatlar derneği başkanı sayın hasan anuk il müdürümüz sayın hüsnü bengin efetürk’e hayırlı olsun ziyaretinde bulund,0
509,dombili olan babasının çaldıklarını hem miğdesine hemde kumar makinelirine yediriyor sağdaki dürzü bulgarda kumar,1
510,sus lan andaval alagavat,1
511,ayyas berdus müslümanda olsa,1
512,yarın akşam yüksek sesle bilgisayar oynamaktan mı yediniz yine,0
513,tecrübelerinizle her zaman bize yol gösterici olduğunuz ve desteğinizi hiçbir zaman esirgemediğiniz  için çok teşekkür ederiz,0
514,uzmanlikta degil embesil sivilde hicbir halta yaramadığı kapiş uzmanlikta işe yara,1
515,alınacaklar listemde keçi sütü hindistan cevizi yağı ve bilgisayar var pahalı ve lüks yaşamak benim işim,0
516,seni ben bozacağim daracik götün ilk benim güzel büyük yarağimin tadina bakacak,1
517,insanların en hayırlısı ahlakı güzel olandır,0
518,bir çocugu dini kin sebebiyle babasindan ayrimak onu babadan mahrum etmek ancak alçak serefiz acimasiz,1
519,almanyada da en irkci hukumete vericem aq yasadigi koyden memnun olmayip dunya kulturunden bihaber her angut,1
520,bir daha uçar mı güvercin şehirde,0
521,seni sevirem,0
522,öyle güzelsin ki kuş koysunlar yoluna,0
523,yemekteyiz sosyoloji ve psikoloji okuyan arkadaşlarıma bu programı önermeliyim tam üzerine tez yazmalık değil mi,0
524,ülke gerizeka dolu amk adam a101 e gelmiş kasaya rakı var mı diye soruyor he var amk konsomatris de ister misin,1
525,ben de şuan kendimden nefret ediyorum doğal olucam diye paspal oldum bence,0
526,sen mükemmel bir program detayısın yaa,0
527,artık bir gerçeği söyleme vakti geldi orospu çocuğunu çok özlüyorum ama nefretim de büyük,1
528,mal mısın orospu çocuğu,1
529,3 gündür tahlil için diyet yapıyorum diyette birkaç besin tüketmemem gerekiyor bu besinlerin arasında çikolata da var,0
530,bu kadar yalaka bu kadar fırıldak paçavra sadece,1
531,cüce olmadığını kanıtlamaya çalışmaları,1
532,bu gerizeka birkaç da hatun ister partiden artık,1
533,çikolata yemekten asla vaz geçemem ya aşk bildiğin,0
534,eminim eserleriyle gurur duyuyorlardır,0
535,bi de sonuna  koyup laf sokma çabasını belli etmiş andaval yazık,1
536,4 gün önce ben yazdım ama herkes bilmiş tebrikler  bu arada metro ve uluun samsunlu  geçen metro aldığın,0
537,klibin devamı youtube kanalımızda,0
538,ufak mufak anlamam sikerim,1
539,pislik herif,1
540,lan gerizeka orospu çocuğu bu müzik kürt lere ait asıl çalan siz barbarlarsiniz yavsak orospu çocuklari,1
541,alesten 80 almistim gecen baharda 80 üzerine  çikamazsam kendimi gerizeka ilan edicem,0
542,şişko,1
543,nasıl bir acı bıraktın bize be çocuk,0
544,tuğçe melis demir adem maç yapıyor sonuçta kaşı yarılıyordudağı patlıyor maça devam ediyor,0
545,gün içinde arabesk ruhlu çomarlardan serseri model keko kendini çapkın sanan zirzop sıkıldım,1
546,kafesteki kuşların neden şarkı söylediklerini biliyorum,0
547,erzurum’ gözümden düşmüştü ama sen kurtardın be abi helal olsun sana allah seni cennetine koysun inşallah,0
548,bunlar vakit çalar sadece değersiz embesil,1
549,halkarenası uğur dündar atatürk gibi konuşuyor yatağımdan kalktım hazırolda dinliyorum,0
550,beyoğlu belediyesi geleneksel pilav günleri başladı,0
551,karım esra nasil tam bir orospu kaltak seks makinesi gibi,1
552,geri zekalı beyinsiz cüce ne bu ya sanırsın vansh ın aşkından ölüyodu uyuz şey,1
553,azgın liseli sürtük,1
554,dünya hep daha iyiye doğruya güzele evrilecek bir gün insanlığın çocukları hayretle  atalarımız hayvanları da kur,0
555,ünlü oyuncu 4 yıldır beraber olduğu sevgilisine evlenme teklifi etti,0
556,whatsapp’dan söyleseymiş pezevenk,1
557,bugünlerin tek iyi yanı hep birlikte ne kadar büyük bir aile olduğumuzu görmemiz cerrahpaşaduruşu,0
558,senin ağzına sıçarım git burdann,1
559,2 gündür güzel şeyler duyuyorum ve ablamın kıskançlığı iyice artıyor tabiki mutluyum,0
560,dengemi kaybettim otururken düşüyodum kantinde bi kız bakıp kahkaha attı tamam gül de bu kadar da belli etme naza,0
561,plan yapıldığı halde saatlerce bekletiyolar ya boğazına sıçmak istiyorum hırtapoz,1
562,buna mizah demek bile ayıp bence alt metinde öfke kin pislik riyakârlık akiyor,1
563,lanet  kaynana senin yüzünden hatice elenmez umarım,1
564,her çeşit çikolata alıp 20lik diş ağrısı çekip yiyemeyen bir de üstüne boğaz ağrısı çeken gün boyu mızmızlanan bir ben,0
565,amcık  beni kudurtuyor üstüne atlamamak için  kendimi zor tutuyorum,1
566,valla ben hiç mutlu olmaya çalışmıyorum denk gelirse mutlu oluyorum gelmezse inşallah maşallah hayırlısı şeklinde yaşıyorum,0
567,kadiniizle bence cok guzel basarili,0
568,hiçbir işim kolay olmadı hep zorlu oldu hep emek uğraş ve üzerine çok hesap yapmamı gerektirdi,0
569,çok sexi karısı var çıldırttı beni ekrana yapıştım resmen ya off godoş la tanışmak isterim,1
570,ablam senin güzel canın sağolsun  ben eskisi gibi yemiom zati çikolata haftada bir iki,0
571,yaşıyon çogunlukta azınlığa bok diyon,1
572,bu fırtına da kafama bir şey düşmediği için mutluyum,0
573,özgürlükçü demokrasi gazetesi genel yayın yönetmeni yılmaz yıldız ve yazıişleri müdürü ishak yasul a 10 ar ay hapis,0
574,ya rabbi ölünceye kadar ibadet etmemizi  ömrümüzün hayırlı amellerle sona ermesini nasip et ve cennetini ihsan eyle,0
575,pezevenk sınavdan 40 almışsın diye hayatın dramını yaratıp süslü püslü cümleler kuruyorsun gören de ölümcül hastalığa yakalandın sancak,1
